name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Type,popular
Big Fat Brownie,Yes,No,3.700141861024285,0,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Hot Spot Cafe,No,No,2.9,17,Domlur,Cafe,"Cafe, Fast Food",150.0,Dine-out,0
Goli Vada Pav No. 1,Yes,No,3.2,44,JP Nagar,Quick Bites,Street Food,200.0,Dine-out,0
Fanoos Xprss,Yes,No,3.7,54,Jayanagar,Quick Bites,others,400.0,Dine-out,0
Narayana Veg Treat,No,No,3.1,8,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",350.0,Dine-out,0
Bellandur Kitchen,Yes,No,3.4,17,Bellandur,Quick Bites,"North Indian, Chinese",400.0,Delivery,0
Kesar Rasoi,No,No,3.700141861024285,0,others,Quick Bites,others,300.0,Dine-out,0
Downtown,No,No,3.7,294,Residency Road,others,"North Indian, Continental",1000.0,Dine-out,0
KrumbKraft,No,No,3.5,6,Domlur,Bakery,others,300.0,Desserts,0
Cafesta,Yes,No,4.3,559,Whitefield,Cafe,others,550.0,Delivery,1
Y Not Restaurant,Yes,No,3.0,4,JP Nagar,"Takeaway, Delivery",Fast Food,300.0,Delivery,0
Dhabeliwala,Yes,No,3.8,44,JP Nagar,others,others,250.0,Delivery,0
Thalassery Restaurant,Yes,No,3.4,692,Bellandur,Casual Dining,others,600.0,Delivery,0
Carnival de Goa,Yes,Yes,4.2,980,Ulsoor,"Casual Dining, Bar",others,1000.0,Delivery,1
Happy Eats,Yes,No,3.700141861024285,0,Indiranagar,Delivery,"North Indian, Continental",300.0,Delivery,0
Oveanly,No,No,3.700141861024285,0,BTM,Delivery,Bakery,200.0,Delivery,0
Calicut Durbar,Yes,No,3.8,57,Koramangala 7th Block,Quick Bites,others,500.0,Delivery,0
Vasavi Bangarpet Chats,Yes,No,3.700141861024285,0,Shivajinagar,Quick Bites,Street Food,150.0,Delivery,0
Oven Lovin',No,No,3.700141861024285,0,Brigade Road,"Takeaway, Delivery","Desserts, Bakery",300.0,Delivery,0
Petoo,Yes,No,3.9,32,Rajajinagar,Quick Bites,others,800.0,Delivery,0
The Brew - Aurick Boutique Hotel,No,No,3.1,16,JP Nagar,Casual Dining,others,700.0,Dine-out,0
Indian Spice Food,Yes,No,3.700141861024285,0,Ulsoor,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Fillers,Yes,No,3.9,140,BTM,Quick Bites,"North Indian, Fast Food",300.0,Dine-out,0
The Ganache Factory,No,No,4.2,127,Jayanagar,Delivery,"Desserts, Bakery",400.0,Delivery,1
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,526,Lavelle Road,others,others,1400.0,Desserts,1
Neer Dosa Fish Land,No,No,3.6,39,BTM,Casual Dining,others,600.0,Dine-out,0
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.0,85,Residency Road,others,others,400.0,Delivery,1
Sangam Military Hotel,No,No,3.2,14,Jayanagar,Quick Bites,South Indian,250.0,Dine-out,0
Haagen Dazs,Yes,No,3.9,79,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",800.0,Desserts,0
Cinnamon,Yes,No,3.9,450,HSR,Casual Dining,"North Indian, Chinese, Biryani",550.0,Dine-out,0
Shilpa Gulati's Desserts,No,No,3.6,17,Cunningham Road,Bakery,Bakery,600.0,Desserts,0
Eat Eroo - Bombay Vada Pav,No,No,3.700141861024285,0,Brookefield,Quick Bites,others,200.0,Delivery,0
Smack Cafe,No,No,3.700141861024285,0,Koramangala 1st Block,Cafe,Cafe,400.0,Cafes,0
Straight From The Heart,No,No,3.4,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300.0,Desserts,0
Cafe MingoÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs,No,No,3.700141861024285,0,Richmond Road,Quick Bites,"Fast Food, Beverages",200.0,Dine-out,0
Udupi Nalapaka,Yes,No,3.9,41,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,0
Galli Belly,Yes,No,3.4,9,Domlur,Quick Bites,others,200.0,Delivery,0
Galito's,Yes,No,4.6,406,Bannerghatta Road,Casual Dining,others,1000.0,Delivery,1
United Cafe & Fastfood,No,No,3.700141861024285,0,New BEL Road,Quick Bites,others,400.0,Delivery,0
Coconadu,No,No,3.6,36,Koramangala 7th Block,others,others,400.0,Dine-out,0
Zafron Cafe,No,No,3.700141861024285,0,Marathahalli,Quick Bites,"Beverages, Fast Food",300.0,Dine-out,0
Chatter Platter,Yes,No,3.4,29,BTM,Quick Bites,others,300.0,Delivery,0
Lassi Shop,Yes,No,3.9,152,Bellandur,others,others,300.0,Delivery,0
Burger King,Yes,No,4.0,1393,Indiranagar,Quick Bites,others,600.0,Delivery,1
Sri Sharana Basaveshwara Khanavali,No,No,3.700141861024285,0,BTM,Quick Bites,South Indian,200.0,Dine-out,0
Step Right Up,Yes,No,4.1,161,others,Cafe,others,300.0,Delivery,1
MDP Coffee House,No,No,3.5,14,Commercial Street,Quick Bites,South Indian,200.0,Dine-out,0
Qissa Khawani,Yes,No,4.4,319,Church Street,Casual Dining,"North Indian, Mughlai",800.0,Delivery,1
New Kairali Restaurant,Yes,No,3.7,93,Kammanahalli,Quick Bites,"Kerala, South Indian",400.0,Delivery,0
Nuts Over Salads Cafe,Yes,Yes,4.4,214,Koramangala 5th Block,Cafe,others,800.0,Dine-out,1
Kitchen24,Yes,No,3.700141861024285,0,BTM,others,others,300.0,Delivery,0
Promac Foods,Yes,No,3.700141861024285,0,Shanti Nagar,"Takeaway, Delivery","North Indian, South Indian",250.0,Delivery,0
Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550.0,Cafes,0
Thanco's Natural Ice Cream,No,No,3.700141861024285,0,others,Dessert Parlor,"Ice Cream, Desserts",450.0,Desserts,0
Ammi's Biryani,No,No,2.5,131,Whitefield,Quick Bites,"Biryani, North Indian",500.0,Dine-out,0
BBQ'D - Global Grill & Brewery,No,No,4.3,456,Lavelle Road,others,others,1500.0,Dine-out,1
The Biriyani Pedia,Yes,No,4.0,59,BTM,Quick Bites,"Biryani, North Indian",300.0,Dine-out,1
The Charcoal Factory,Yes,No,4.1,291,Koramangala 6th Block,Quick Bites,others,600.0,Delivery,1
Barbeque Nation,No,Yes,4.4,1084,Ulsoor,Casual Dining,others,1600.0,Dine-out,1
PSV's Andhra Paradise,Yes,No,3.5,117,HSR,Casual Dining,others,600.0,Dine-out,0
Nossa Goa,Yes,Yes,4.1,300,Richmond Road,Casual Dining,others,1000.0,Desserts,1
Halli Mane MUDDE OOTA,Yes,No,3.5,14,JP Nagar,Quick Bites,South Indian,300.0,Delivery,0
Indie Fusion Multi Cuisine Restaurant,No,No,3.3,4,Kalyan Nagar,Quick Bites,others,400.0,Delivery,0
Pizza Hut,Yes,No,3.5,108,Rajajinagar,Quick Bites,"Pizza, Fast Food",750.0,Dine-out,0
Chai World,Yes,No,3.5,18,Sarjapur Road,Quick Bites,others,300.0,Delivery,0
Sethi's,Yes,No,3.700141861024285,0,Sarjapur Road,Delivery,others,600.0,Delivery,0
Hotel Vinitha,No,No,3.2,5,Shivajinagar,Quick Bites,"South Indian, North Indian, Chinese",150.0,Dine-out,0
Cafe Azzure,Yes,Yes,4.2,559,Kalyan Nagar,Cafe,others,1200.0,Delivery,1
Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,Casual Dining,others,500.0,Delivery,0
Punjab Zone,Yes,No,2.8,122,Bellandur,Quick Bites,North Indian,400.0,Dine-out,0
Yum In My Tum,Yes,No,4.2,114,BTM,Quick Bites,others,300.0,Delivery,1
Punjabi Dhaba,Yes,No,3.4,356,Ejipura,Quick Bites,North Indian,350.0,Dine-out,0
The Monalisa Restaurant,Yes,No,3.3,4,Koramangala 5th Block,Quick Bites,Chinese,300.0,Dine-out,0
Paratha Singh Pakora King,Yes,No,3.7,36,Koramangala 6th Block,Quick Bites,others,300.0,Delivery,0
The Konkan - Seafood Restaurant,Yes,Yes,4.4,219,St. Marks Road,Casual Dining,others,850.0,Delivery,1
Mangalore pearl - Seafood Restaurant,Yes,No,4.3,1380,Frazer Town,Casual Dining,others,700.0,Delivery,1
Yummy Pot,Yes,No,3.700141861024285,0,HSR,Quick Bites,North Indian,300.0,Delivery,0
The Mad Teapot,No,Yes,4.1,289,Indiranagar,Cafe,Cafe,850.0,Dine-out,1
Jugz Cafe,No,No,3.700141861024285,0,Bannerghatta Road,Delivery,South Indian,250.0,Delivery,0
Basaveshwara Khanavali,Yes,No,3.6,11,Sarjapur Road,Quick Bites,South Indian,150.0,Delivery,0
Cafe Arabica,No,No,3.8,69,Bannerghatta Road,others,others,700.0,Desserts,0
Tapri By The Corner,Yes,No,4.1,205,Koramangala 5th Block,Quick Bites,Fast Food,250.0,Delivery,1
Purani Dilli By Anand Sweets,Yes,No,4.1,237,Koramangala 5th Block,Casual Dining,others,500.0,Dine-out,1
AB's - Absolute Barbecues,No,Yes,4.6,1502,Kalyan Nagar,Casual Dining,others,1400.0,Buffet,1
The Punjabi Bites,No,No,3.9,82,Old Airport Road,Quick Bites,North Indian,150.0,Dine-out,0
Binge Factory,No,No,3.700141861024285,0,Koramangala 1st Block,Quick Bites,others,400.0,Delivery,0
Mayura Grand Pure Veg Restaurant,No,No,3.700141861024285,0,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Chinese",600.0,Dine-out,0
Taste Of Malabar,Yes,No,3.6,23,BTM,Quick Bites,others,350.0,Delivery,0
Chinese Street,Yes,No,3.1,134,Whitefield,Casual Dining,Chinese,650.0,Delivery,0
Punjabi Chulla,Yes,No,3.3,12,Bellandur,Delivery,North Indian,300.0,Delivery,0
Rawal Jalebi,Yes,No,3.5,9,Commercial Street,Dessert Parlor,Desserts,100.0,Delivery,0
Brewklyn Microbrewery,Yes,Yes,4.4,2329,Kalyan Nagar,others,others,1400.0,Delivery,1
Delightz,No,No,4.0,40,Koramangala 6th Block,Dessert Parlor,others,300.0,Delivery,1
Satakarni,Yes,No,3.1,217,Marathahalli,Casual Dining,others,650.0,Dine-out,0
Ambur Hotel,No,No,3.700141861024285,0,Bannerghatta Road,Quick Bites,South Indian,250.0,Delivery,0
Shree Khana Khazana,Yes,No,3.9,356,HSR,Casual Dining,"North Indian, Chinese",450.0,Delivery,0
Mirch,Yes,No,3.7,94,HSR,Quick Bites,"North Indian, Biryani",400.0,Dine-out,0
Stoner,Yes,No,4.5,2613,Koramangala 5th Block,others,others,500.0,Desserts,1
Ta'aam,Yes,No,4.1,403,Cunningham Road,Casual Dining,others,750.0,Delivery,1
North Indian Tadka,Yes,No,3.0,6,Ejipura,Quick Bites,"Chinese, North Indian",200.0,Dine-out,0
Monsoon - The Park Bangalore,No,Yes,4.1,274,MG Road,others,others,3000.0,Buffet,1
Truffles,No,No,4.5,3599,St. Marks Road,Cafe,others,900.0,Cafes,1
Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,others,others,300.0,Desserts,0
Cafe Imroze,Yes,No,3.7,97,others,others,others,650.0,Cafes,0
Ice Cream Works,Yes,No,4.1,194,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",300.0,Delivery,1
Kenriy The Restro,No,No,3.3,6,Kammanahalli,Casual Dining,others,800.0,Delivery,0
Jodhpur Sweets,No,No,3.8,29,Electronic City,others,others,100.0,Dine-out,0
Berrylicious,No,No,3.700141861024285,0,others,Dessert Parlor,others,400.0,Delivery,0
Bathinda Tandoor,Yes,No,3.700141861024285,0,BTM,Quick Bites,North Indian,300.0,Dine-out,0
Zodiac - Fortune Select JP Cosmos Hotel,Yes,Yes,3.8,91,Cunningham Road,Casual Dining,others,1800.0,Delivery,0
C. K. Mega Hot Food,Yes,No,3.9,100,BTM,Casual Dining,"Chinese, Momos",600.0,Delivery,0
Norsha Caffe,No,No,3.3,6,Commercial Street,Cafe,Cafe,400.0,Dine-out,0
Upahara Mandira,Yes,No,3.9,24,others,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,0
Grills And Tandoor,Yes,Yes,3.6,107,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",900.0,Dine-out,0
Mockaholic Restro Beer Cafe,Yes,No,3.9,919,JP Nagar,others,others,1000.0,Delivery,0
The Biryani Paradise,No,No,3.8,32,Richmond Road,Quick Bites,"Biryani, South Indian",350.0,Dine-out,0
Peppy Peppers,No,No,4.2,256,Banashankari,Casual Dining,others,800.0,Delivery,1
Lion City Restaurant and Cafe,No,No,3.3,5,Electronic City,Quick Bites,"North Indian, South Indian, Chinese",300.0,Dine-out,0
Brookefield Cafe,No,No,3.700141861024285,0,others,Cafe,Cafe,500.0,Cafes,0
Double Decker,No,Yes,4.3,2716,Brigade Road,others,others,1300.0,Drinks & nightlife,1
Chai Point,Yes,No,3.700141861024285,0,Bellandur,others,others,250.0,Delivery,0
Cravy Wings,Yes,No,4.2,289,Bannerghatta Road,Quick Bites,others,400.0,Delivery,1
Abhiruchi Hotel,Yes,No,3.5,735,BTM,Casual Dining,others,600.0,Delivery,0
Gulp The Pulp,Yes,No,3.7,19,Koramangala 4th Block,Delivery,others,200.0,Delivery,0
Hotel Amulya,No,No,3.700141861024285,0,Electronic City,Casual Dining,others,500.0,Dine-out,0
HSR Agarval Bhavan,Yes,No,3.2,68,HSR,Casual Dining,others,400.0,Delivery,0
The Hub - Ibis Hotel,No,No,3.5,29,Richmond Road,others,others,2200.0,Dine-out,0
BR Military Hotel,No,No,3.1,6,Indiranagar,Quick Bites,South Indian,300.0,Dine-out,0
Guns N Roses,Yes,No,3.6,23,Ejipura,Quick Bites,others,300.0,Dine-out,0
Machlee's Sea Food,No,No,3.700141861024285,0,Electronic City,Quick Bites,others,200.0,Dine-out,0
Melting Melodies,Yes,No,3.700141861024285,0,Koramangala 1st Block,Bakery,"Bakery, Desserts",600.0,Delivery,0
Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100.0,Delivery,0
Roll Over,Yes,No,3.8,75,others,Dessert Parlor,Desserts,350.0,Delivery,0
New Prashanth Hotel,Yes,No,3.1,53,HSR,Casual Dining,others,750.0,Dine-out,0
The Charcoal Factory,Yes,No,4.1,290,Koramangala 6th Block,Quick Bites,others,600.0,Delivery,1
Eagles Pizza,Yes,No,3.8,19,Koramangala 7th Block,Casual Dining,others,400.0,Delivery,0
Gooey & Fluffy,Yes,No,3.9,90,others,Delivery,"Desserts, Bakery",200.0,Delivery,0
Home Treats,No,No,3.700141861024285,0,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",250.0,Delivery,0
Kettle & Kegs,Yes,No,3.3,9,Sarjapur Road,Delivery,others,200.0,Delivery,0
The French Loaf,No,No,3.8,34,Koramangala 5th Block,Bakery,others,400.0,Desserts,0
BOX8- Desi Meals,Yes,No,3.8,4,Indiranagar,"Takeaway, Delivery",others,500.0,Delivery,0
Cake Box,Yes,No,3.5,98,others,Bakery,"Bakery, Desserts",400.0,Desserts,0
My Tea House,Yes,Yes,3.700141861024285,0,Banashankari,Casual Dining,others,500.0,Delivery,0
Mirchi Bites- Spice Heaven,Yes,No,3.1,9,Marathahalli,Casual Dining,others,650.0,Delivery,0
Vidya Bakery,No,No,3.700141861024285,0,Whitefield,Bakery,"Bakery, Desserts",500.0,Desserts,0
Black Deer,Yes,No,4.4,149,Koramangala 5th Block,"Takeaway, Delivery","Beverages, Desserts",350.0,Desserts,1
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,131,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",180.0,Delivery,1
Samrat Restaurant,No,No,4.1,491,others,Casual Dining,"South Indian, North Indian",600.0,Delivery,1
Kannoor Restaurant,Yes,No,3.1,18,BTM,Casual Dining,others,700.0,Delivery,0
Kanchanjunga Kitchen - The Flavour of Hills,Yes,No,3.700141861024285,0,others,Quick Bites,others,300.0,Delivery,0
Kapoor's Cafe,Yes,No,4.2,160,Jayanagar,Casual Dining,North Indian,800.0,Delivery,1
Arya Hungry?,Yes,No,4.3,279,Koramangala 7th Block,Quick Bites,North Indian,450.0,Delivery,1
Wok Paper Scissors,Yes,No,4.3,1587,Koramangala 5th Block,Casual Dining,others,550.0,Delivery,1
Andhra Mess,No,No,3.4,8,Electronic City,others,South Indian,200.0,Delivery,0
Seafood Dot Grill,Yes,No,3.9,36,others,"Casual Dining, Bar",others,1200.0,Delivery,0
The Punjabi,Yes,No,2.9,32,Bellandur,Casual Dining,others,550.0,Dine-out,0
Pizza Hut,Yes,No,3.3,19,BTM,Casual Dining,"Pizza, Fast Food",750.0,Dine-out,0
Wazir's,Yes,No,3.3,261,Shanti Nagar,Casual Dining,"North Indian, Chinese",500.0,Delivery,0
Tea Brew,Yes,No,4.1,1156,Indiranagar,others,others,500.0,Delivery,1
Tasty Kitchens,Yes,No,3.700141861024285,0,Koramangala 6th Block,Quick Bites,Pizza,500.0,Delivery,0
The Good Grain,Yes,No,4.1,54,Residency Road,Casual Dining,others,400.0,Delivery,1
Fresh Pressery Cafe,Yes,No,4.1,137,Koramangala 5th Block,Cafe,others,1200.0,Dine-out,1
Donne Biriyani Mane,Yes,No,3.4,63,Church Street,Quick Bites,"Biryani, Kebab",400.0,Delivery,0
Food Treat,No,No,3.700141861024285,0,Koramangala 1st Block,Quick Bites,others,400.0,Delivery,0
Tandoori Paradise,Yes,No,3.5,8,BTM,Delivery,"North Indian, Chinese",600.0,Delivery,0
The Studio Cafe,No,No,3.8,20,Jayanagar,Cafe,others,400.0,Desserts,0
Brooks 37,Yes,Yes,4.1,276,Brookefield,"Casual Dining, Bar",others,1000.0,Delivery,1
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2119,Lavelle Road,others,others,2200.0,Buffet,1
Hotel Bismillah,No,No,3.700141861024285,0,HSR,Quick Bites,others,400.0,Dine-out,0
China Down Town,Yes,No,3.5,5,Koramangala 4th Block,Casual Dining,Chinese,800.0,Dine-out,0
4671 Indian Coastal Cuisine,No,No,3.700141861024285,0,Bannerghatta Road,others,others,600.0,Delivery,0
Al Habibi Restaurant,Yes,No,3.5,17,BTM,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Drunken Monkey,Yes,No,3.5,8,Frazer Town,others,"Beverages, Fast Food",400.0,Delivery,0
BYLI - Bet You Love It!,No,Yes,4.2,1989,Kalyan Nagar,Casual Dining,others,800.0,Dine-out,1
Monsoon Express,Yes,No,3.4,7,MG Road,"Takeaway, Delivery",others,1600.0,Delivery,0
Sunehri,No,No,3.8,67,Richmond Road,Casual Dining,South Indian,500.0,Dine-out,0
Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,others,350.0,Delivery,0
Hyderabadi Bawarchi,Yes,No,3.2,136,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Biryani",500.0,Delivery,0
Victoria Terminus,No,No,3.700141861024285,0,Basavanagudi,Quick Bites,others,250.0,Dine-out,0
Spicy Restaurant,No,No,3.0,25,others,Quick Bites,"North Indian, Chinese",400.0,Dine-out,0
Hotel Parampare,Yes,No,2.9,13,Koramangala 7th Block,Casual Dining,others,600.0,Dine-out,0
Ice N Spice,No,No,3.700141861024285,0,BTM,Quick Bites,others,300.0,Delivery,0
Soda Bottle Opener Wala,Yes,Yes,4.5,3709,Lavelle Road,others,others,1300.0,Delivery,1
Dande's Hyderabad Biryani,Yes,No,3.8,208,Bannerghatta Road,Casual Dining,others,700.0,Dine-out,0
Harilal ka Bihari Dhaba,Yes,No,3.700141861024285,0,Koramangala 1st Block,others,others,250.0,Dine-out,0
AKS Family Dhaba And Restaurant,Yes,No,3.6,40,Marathahalli,Quick Bites,others,500.0,Dine-out,0
Plan B,No,No,4.2,2028,Shanti Nagar,others,others,1200.0,Dine-out,1
Revoli Hotel,No,No,3.1,21,Shanti Nagar,Casual Dining,"South Indian, Chinese",450.0,Delivery,0
Just Bite@Late Night,Yes,No,3.700141861024285,0,BTM,Delivery,others,300.0,Delivery,0
McDonald's,Yes,No,4.0,258,Bannerghatta Road,Quick Bites,"Burger, Fast Food",500.0,Delivery,1
Cafe Hops,No,No,3.7,24,JP Nagar,Dessert Parlor,"Desserts, Bakery",300.0,Desserts,0
Tea and Wine Lounge,No,No,3.6,12,others,Cafe,others,800.0,Drinks & nightlife,0
V B Bakery,No,No,4.2,502,Basavanagudi,Bakery,Bakery,150.0,Desserts,1
Mandarin Box,No,No,3.9,86,Church Street,Quick Bites,Chinese,500.0,Dine-out,0
Nandhana Palace,No,Yes,4.1,819,Koramangala 4th Block,"Casual Dining, Bar",others,800.0,Delivery,1
Bangaliana,Yes,No,3.9,454,Koramangala 7th Block,Casual Dining,others,600.0,Delivery,0
Laziz Pizza,Yes,No,3.8,44,Koramangala 7th Block,Quick Bites,others,400.0,Delivery,0
Mezban Family Restaurant,Yes,No,3.700141861024285,0,Basavanagudi,Quick Bites,"Chinese, North Indian",300.0,Delivery,0
Jayanagar Grill House,Yes,No,3.5,35,Jayanagar,Quick Bites,"Biryani, Kebab",250.0,Delivery,0
Attic Lounge,Yes,Yes,4.0,1238,Koramangala 4th Block,Cafe,Cafe,700.0,Dine-out,1
Masala Chai,Yes,No,4.1,196,Whitefield,others,others,250.0,Dine-out,1
Pavana Veg Restaurant,No,No,3.1,12,others,Quick Bites,others,300.0,Dine-out,0
YORK St.,Yes,No,4.4,944,Koramangala 5th Block,Cafe,others,900.0,Delivery,1
The London Shakes,Yes,No,3.700141861024285,0,Church Street,Quick Bites,others,500.0,Delivery,0
New Punjabi Dhaba,Yes,No,3.9,783,HSR,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Ooty Chocolates,Yes,No,3.8,55,Indiranagar,Dessert Parlor,Desserts,300.0,Desserts,0
Hotel Dil Coorg,Yes,No,3.6,79,Ulsoor,Quick Bites,"North Indian, South Indian",300.0,Delivery,0
Red Chillies Restaurant,No,No,2.9,18,Marathahalli,Quick Bites,"South Indian, Chinese",150.0,Dine-out,0
Pancuzzi,Yes,No,4.2,170,JP Nagar,Cafe,others,600.0,Cafes,1
Bisimillah Biriyani,No,No,3.5,11,BTM,Quick Bites,"Biryani, Fast Food",300.0,Delivery,0
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,No,No,3.5,13,BTM,Delivery,others,550.0,Delivery,0
Domino's Pizza,Yes,No,3.2,284,Electronic City,Quick Bites,"Pizza, Fast Food",400.0,Dine-out,0
MACHALI,No,No,3.700141861024285,0,Frazer Town,Casual Dining,others,550.0,Delivery,0
Limra Hotel,Yes,No,3.3,26,BTM,Quick Bites,"Chinese, North Indian",300.0,Delivery,0
Fava,No,Yes,4.4,2055,Lavelle Road,"Casual Dining, Bar",others,1200.0,Dine-out,1
Biggies Burger 'n' More,Yes,No,3.7,107,Koramangala 6th Block,Quick Bites,others,400.0,Cafes,0
Boho,No,Yes,4.2,1750,Koramangala 5th Block,Casual Dining,others,1200.0,Dine-out,1
Polar Bear,Yes,No,3.9,20,BTM,"Takeaway, Delivery","Desserts, Ice Cream",300.0,Delivery,0
Swad Punjab Da,Yes,No,4.0,130,BTM,Quick Bites,North Indian,150.0,Delivery,1
Panda Boy,Yes,No,3.9,115,Kammanahalli,Casual Dining,Chinese,550.0,Dine-out,0
Bombay Kulfis,No,No,3.700141861024285,0,JP Nagar,Dessert Parlor,Ice Cream,200.0,Delivery,0
Feel The Taste,No,No,3.700141861024285,0,others,Quick Bites,Fast Food,300.0,Delivery,0
Vegan Heat,Yes,No,4.1,313,Koramangala 1st Block,"Takeaway, Delivery",others,650.0,Delivery,1
Kerala Pavilion,Yes,No,3.9,307,Domlur,Quick Bites,others,300.0,Delivery,0
Samrat Family Restaurant & Bar,Yes,No,3.2,7,others,Casual Dining,others,600.0,Delivery,0
Fritz Haber,Yes,No,4.1,397,HSR,Dessert Parlor,"Ice Cream, Desserts",450.0,Delivery,1
Maa Bhook Lagi,Yes,No,3.9,297,Koramangala 4th Block,"Takeaway, Delivery",North Indian,400.0,Delivery,0
Sri Krishna Sweets,Yes,No,3.7,32,Indiranagar,others,others,250.0,Delivery,0
CakeZone,Yes,No,3.7,13,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",200.0,Delivery,0
Vijayalakshmi,Yes,No,3.9,47,Basavanagudi,Quick Bites,South Indian,200.0,Delivery,0
Harilal ka Bihari Dhaba,Yes,No,3.700141861024285,0,Koramangala 1st Block,others,others,250.0,Dine-out,0
Parathe Wali Gali,Yes,No,3.9,36,others,Quick Bites,North Indian,250.0,Delivery,0
The Litti Company,Yes,No,3.7,34,HSR,"Takeaway, Delivery",others,400.0,Delivery,0
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,No,3.9,144,others,Cafe,others,550.0,Delivery,0
Karma Kaapi,Yes,No,4.4,181,Jayanagar,others,others,250.0,Dine-out,1
RCS Kitchen,Yes,No,3.4,35,BTM,Quick Bites,Continental,500.0,Delivery,0
Hotel Gowda's,No,No,3.700141861024285,0,Shanti Nagar,Quick Bites,others,200.0,Dine-out,0
Taste Of Nawaab's,No,No,3.6,22,Domlur,Casual Dining,"North Indian, Chinese",600.0,Dine-out,0
Melt,No,No,4.0,115,BTM,Casual Dining,others,1000.0,Delivery,1
Cochin Connection,Yes,No,3.6,41,Koramangala 6th Block,others,"Kerala, South Indian",500.0,Delivery,0
BelgYum,Yes,No,4.0,69,Koramangala 7th Block,Dessert Parlor,Desserts,400.0,Delivery,1
The Modak,Yes,No,3.6,22,Bellandur,Quick Bites,others,400.0,Dine-out,0
The Lassi Palace,No,No,3.700141861024285,0,Indiranagar,others,Beverages,150.0,Desserts,0
Ambur Star Briyani,No,No,2.8,228,HSR,Quick Bites,"Biryani, Kebab",500.0,Dine-out,0
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,523,Lavelle Road,others,others,1400.0,Cafes,1
Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,North Indian,150.0,Delivery,0
Bean Flickers,Yes,No,4.3,391,Indiranagar,Cafe,others,700.0,Dine-out,1
House of Torte,Yes,No,3.8,60,others,others,others,450.0,Delivery,0
PRS Indian Food Restaurant,Yes,No,2.9,49,others,Quick Bites,others,200.0,Dine-out,0
Tandoori Platter,No,No,3.700141861024285,0,Residency Road,Quick Bites,North Indian,450.0,Delivery,0
